200,002588.SZ
201,002589.SZ
202,002600.SZ
203,002603.SZ
204,002635.SZ
205,002640.SZ
206,002642.SZ
207,002657.SZ
208,002663.SZ
209,002665.SZ
210,002670.SZ
211,002672.SZ
212,002681.SZ
213,002690.SZ
214,002699.SZ
215,002701.SZ
216,002707.SZ
217,002709.SZ
218,002745.SZ
219,002807.SZ
220,002815.SZ
221,002818.SZ
222,002831.SZ
223,002839.SZ
224,002841.SZ
225,002916.SZ
226,002920.SZ
227,300001.SZ
228,300002.SZ
229,300010.SZ
230,300026.SZ
231,300032.SZ
232,300039.SZ
233,300043.SZ
234,300055.SZ
235,300058.SZ
236,300088.SZ
237,300113.SZ
238,300115.SZ
239,300116.SZ
240,300133.SZ
241,300134.SZ
242,300146.SZ
243,300156.SZ
244,300159.SZ
245,300166.SZ
246,300182.SZ
247,300197.SZ
248,300199.SZ
249,300202.SZ
250,300244.SZ
251,300253.SZ
252,300257.SZ
253,300266.SZ
254,300273.SZ
255,300274.SZ
256,300287.SZ
257,300291.SZ
258,300297.SZ
259,300308.SZ
260,300315.SZ
261,300324.SZ
262,300376.SZ
263,300383.SZ
264,300418.SZ
265,600004.SH
266,600006.SH
267,600017.SH
268,600021.SH
269,600022.SH
270,600026.SH
271,600037.SH
272,600039.SH
273,600053.SH
274,600056.SH
275,600058.SH
276,600060.SH
277,600062.SH
278,600064.SH
279,600073.SH
280,600079.SH
281,600086.SH
282,600094.SH
283,600098.SH
284,600108.SH
285,600120.SH
286,600122.SH
287,600125.SH
288,600126.SH
289,600138.SH
290,600141.SH
291,600143.SH
292,600151.SH
293,600155.SH
294,600158.SH
295,600160.SH
296,600161.SH
297,600166.SH
298,600167.SH
299,600169.SH
300,600171.SH
301,600179.SH
302,600183.SH
303,600184.SH
304,600187.SH
305,600195.SH
306,600201.SH
307,600216.SH
308,600240.SH
309,600256.SH
310,600258.SH
311,600259.SH
312,600260.SH
313,600266.SH
314,600267.SH
315,600270.SH
316,600277.SH
317,600280.SH
318,600282.SH
319,600291.SH
320,600292.SH
321,600298.SH
322,600300.SH
323,600307.SH
324,600312.SH
325,600315.SH
326,600316.SH
327,600317.SH
328,600325.SH
329,600329.SH
330,600335.SH
331,600338.SH
332,600348.SH
333,600350.SH
334,600366.SH
335,600380.SH
336,600388.SH
337,600392.SH
338,600393.SH
339,600395.SH
340,600409.SH
341,600410.SH
342,600416.SH
343,600418.SH
344,600422.SH
345,600426.SH
346,600428.SH
347,600435.SH
348,600458.SH
349,600460.SH
350,600466.SH
351,600478.SH
352,600481.SH
353,600499.SH
354,600500.SH
355,600503.SH
356,600511.SH
357,600517.SH
358,600521.SH
359,600525.SH
360,600528.SH
361,600536.SH
362,600545.SH
363,600557.SH
364,600563.SH
365,600565.SH
366,600572.SH
367,600575.SH
368,600578.SH
369,600580.SH
370,600582.SH
371,600584.SH
372,600594.SH
373,600597.SH
374,600598.SH
375,600600.SH
376,600611.SH
377,600614.SH
378,600618.SH
379,600623.SH
380,600633.SH
381,600635.SH
382,600639.SH
383,600640.SH
384,600642.SH
385,600643.SH
386,600645.SH
387,600648.SH
388,600649.SH
389,600651.SH
390,600655.SH
391,600657.SH
392,600664.SH
393,600673.SH
394,600687.SH
395,600694.SH
396,600717.SH
397,600718.SH
398,600729.SH
399,600737.SH
400,600743.SH
401,600748.SH
402,600750.SH
403,600751.SH
404,600754.SH
405,600755.SH
406,600757.SH
407,600759.SH
408,600760.SH
409,600765.SH
410,600770.SH
411,600773.SH
412,600777.SH
413,600787.SH
414,600801.SH
415,600808.SH
416,600811.SH
417,600823.SH
418,600827.SH
419,600835.SH
420,600839.SH
421,600848.SH
422,600859.SH
423,600862.SH
424,600863.SH
425,600869.SH
426,600872.SH
427,600874.SH
428,600875.SH
429,600879.SH
430,600881.SH
431,600884.SH
432,600885.SH
433,600895.SH
434,600908.SH
435,600917.SH
436,600936.SH
437,600939.SH
438,600967.SH
439,600970.SH
440,600971.SH
441,600978.SH
442,600993.SH
443,600996.SH
444,601000.SH
445,601001.SH
446,601016.SH
447,601019.SH
448,601020.SH
449,601098.SH
450,601127.SH
451,601128.SH
452,601168.SH
453,601179.SH
454,601200.SH
455,601233.SH
456,601311.SH
457,601608.SH
458,601678.SH
459,601689.SH
460,601717.SH
461,601777.SH
462,601801.SH
463,601811.SH
464,601872.SH
465,601880.SH
466,601928.SH
467,601966.SH
468,601969.SH
469,603000.SH
470,603019.SH
471,603025.SH
472,603056.SH
473,603077.SH
474,603169.SH
475,603188.SH
476,603198.SH
477,603225.SH
478,603228.SH
479,603328.SH
480,603355.SH
481,603369.SH
482,603377.SH
483,603444.SH
484,603515.SH
485,603556.SH
486,603568.SH
487,603569.SH
488,603589.SH
489,603658.SH
490,603659.SH
491,603766.SH
492,603806.SH
493,603816.SH
494,603868.SH
495,603877.SH
496,603883.SH
497,603885.SH
498,603888.SH
499,603899.SH
